Keyword,Like,Content,Author,Date,Repost,Commentaire
Risque cyber Afrique,11,"📚 Bref état des lieux sur la cybersécurité en Afrique : étude de la protection du cyberespace africain. 🔜

📖 En 2021, la compagniea publié le rapport d'enquête de l'étude du dispositif de cybersécurité en Afrique. ⏯

📰 Partant d'un corpus d'analyse de 27 pays d'Afrique (Toute zone confondue) l'enquête avait pour objectif de répertorier d'une part et de classer d'autre part les pays étudiés selon leur niveau (optimal) de protection du cyberespace.
Les résultats ont été consignés suivant les sept critères d'évaluation recommandés à l'international pour construire un minimum d'environnement de cybersécurité. 🔚

💡 Au sortir, l'on déplore le manque de prévention et de protection de la majorité des pays parmi lesquels les moins protégés figurent la RDC, le Tchad, Gabon et le Cameroun. C'est à se demander si les pays ""en retard"" ne craignent pas de cyber risques ou cyberattaques qui de plus en plus se révèlent être des attitudes terroristes.
☑ Il est tout de même appréciable de rencontrer certains pays qui tentent de protéger au mieux leur cyberespace en totalisant plus de 4 sur les sept critères comme le Ghana, la Tunisie, le Kenya ou le Nigéria.

🔗 Pour lire l'intégralité de l'article :

🗞 A propos de la revue LARC : La revue accueille des textes spécifiques orientés vers la stratégie, la gouvernance et la technologie avec pour objectif de sortir de la logique des usages pour intégrer celle des enjeux, relatifs notamment au cyberespace.

🕹 Vous aussi, vous pouvez intervenir dans le processus de labélisation d'une cyberstratégie africaine. Consultez notre appel à contributions/call for papers et contribuez au plus vite. 📅
Pour tout complément d'information, notre messagerie reste ouverte.
📧","Larc.africa
Larc.africa",N/A,2 reposts,2 comments
Risque cyber Afrique,6,"🌍💻🔐 Nouvelle édition de la newsletter Africa CyberSecurity Mag. 

🕒▶️ Recevez notre dernière newsletter sur l'actu Cyber en Afrique pour tout savoir des évènements et actualités de la semaine dernière.
📝 Inscrivez-vous maintenant !","Africa CyberSecurity Mag
Africa CyberSecurity Mag",2024-01-30 13:14:40,2 reposts,2 comments
Risque cyber Afrique,1,"hashtag
#CyberSecurité | Les cyber menaces à prendre en compte pendant la Coupe d’Afrique des Nations

Dans un monde où les attaques cybernétiques sont en constante augmentation, il est crucial de se prémunir contre les menaces en ligne. Alors que les projecteurs sont braqués sur la Côte d’Ivoire pour la Coupe d’Afrique des Nations, il est essentiel d’évaluer les risques et de prendre les bonnes décisions en matière de cybersécurité. Dans cet article, nous partageons les propos d’Edith Brou, consultante communication digitale , ainsi que des conseils pour faire face à ces menaces....","Digital Mag Côte d'Ivoire
Digital Mag Côte d'Ivoire",2024-01-30 13:14:40,2 reposts,2 comments
Risque cyber Afrique,26,"📚📗 
hashtag
#CyberLecture : La cybersécurité en Afrique de l’Ouest de Enzo Allain aux Editions du Cygne 

🟩De quoi parle l'ouvrage⁉️

▶️L’Afrique de l’Ouest apparaît comme un territoire où la cybersécurité est peu présente, voire inexistante. Par conséquent, cette région du monde est délaissée par les recherches portant sur ce sujet. Ce livre souhaite réfuter cette idée reçue afin de dessiner une région où cyber-menaces, cyber-risques et opérations d’influence par le cyberespace, ont lieu et prennent place dans un ensemble géopolitique concret. L’impact des TIC (Technologies de l’Information et de la Communication) sur cette région d’Afrique est conséquent..

🔐🟢 Disponible sur internet","Africa CyberSecurity Mag
Africa CyberSecurity Mag",2024-03-30 13:14:40,3 reposts,1 comment
Cyber défense Afrique,63,"Le Cyber Africa Forum (CAF) est le carrefour des idées et des innovations en matière de cybersécurité et d'intelligence artificielle en 
hashtag
#Afrique. data354 est ravi de participer à cet événement de premier plan en tant que Partenaire de longue date, pour la 4e édition qui se déroulera les 15 et 16 avril au Sofitel Abidjan Hôtel Ivoire. 🌍🔐

Cette année, le forum aborde les défis pressants de la cybersécurité et de l'IA avec le thème : ""Risques cybernétiques et intelligence artificielle : quelles stratégies de défense face aux nouvelles menaces numériques ?"" Une opportunité unique de réunir les acteurs clés pour des échanges constructifs. 💼💡

data354 est également fier de rejoindre l'initiative
dans le but de soutenir toutes les actions en faveur de l’intégration des femmes dans la cybersécurité et dans le secteur numérique au sens large. Rejoignez-nous pour ces synergies transformatrices au Sofitel Ivoire Abidjan! 👩‍💼👩‍💻","data354
data354",N/A,7 reposts,3 comments
Cyber défense Afrique,8,"Le digital joue un rôle essentiel dans l'innovation, l'éducation et la cybersécurité en Afrique.

Il offre des opportunités sans précédent pour le développement économique, l'accès à l'éducation et la protection des infrastructures.

Il est donc primordial d'investir dans les infrastructures numériques et de promouvoir la formation digitale pour assurer un avenir prospère et sécurisé pour l'Afrique.","Cedric ABE
Cedric ABE",N/A,7 reposts,3 comments
Cyber défense Afrique,8,"Let's take a moment to revisit our roots and reiterate what GEFONA stands for. 
.....
At GEFONA Digital Foundation, we're not just an organization; we're a community dedicated to driving digital impact across Africa.
Our commitment runs deep, and our mission is clear:
✨ Innovation - Education - Cybersecurity - Impact

Thank you for being part of our journey.","Gefona Digital Foundation
Gefona Digital Foundation",2023-10-30 13:15:29,7 reposts,3 comments
Cyber défense Afrique,6,"L’appel d’Accra a été signé !

Le MAE / Direction de la sécurité et de la défense a participé aux panels du GC3B afin de présenter le rôle des centres cyber à vocation régionale dans les Balkans occidentaux et en Afrique de l’Ouest.

Ce fut également l'occasion de rendre visite à nos collègues de la cyber, du cyber-renseignement et de l'analyse de la criminalité ainsi que de l'economic organized crime office (EOCO) à Accra","Direction de la Coopération de Sécurité et de Défense DCSD 🇫🇷
Direction de la Coopération de Sécurité et de Défense DCSD 🇫🇷",2023-11-30 13:15:29,7 reposts,1 comment
Cyber défense Afrique,6,"Accra call has been signed!!!

The French MFA/ security and defense directorate take part to the GC3B panels and to present our cyber projects in Western Balkans and in Western Africa.

This was also the opportunity to visit our colleagues from cyber cyber Intelligence and Crime Analysis and from Economic organized crime Office (EOCO) in Accra.","Gilles Schwoerer
Gilles Schwoerer",2023-11-30 13:15:29,7 reposts,1 comment
Cyber défense Afrique,13,"[EN] 🚨 Breaking News 

🔆The rush of Israeli cybersecurity companies to Morocco 

Since the normalization of relations between Rabat and Tel-Aviv, an increasing number of Israeli cyber defense companies have been showing interest in the Moroccan market, following in the footsteps of Check Point Software, which is already firmly established.

Source: Jeune Afrique



Every Friday, follow the NEWS on cybersecurity. Subscribe, Like, and Share to receive more information 💯

Chaque vendredi suivez les NEWS sur la cybersécurité Abonnez vous, Aimez et Partagez pour recevoir plus d’informations 💯","Diamond Security Consulting
Diamond Security Consulting",N/A,7 reposts,1 comment
Cyber défense Afrique,1,"How are cyber threats evolving in Africa for 2024? Kaspersky 's recent insights shed light: cybercrime continues its surge across the continent. In South Africa alone, IoT attacks skyrocketed by 28% in Q3 2023. Meanwhile, phishing attacks surged by 134%, a worrisome trend seen in other regions too. Notably, Africa witnesses significant attacks on industrial control systems (ICS), impacting crucial sectors like energy and manufacturing.

What's the advice? Kaspersky's principal cybersecurity researcher,emphasises proactive measures: anticipate state-sponsored cyber-attacks and an AI-driven surge in spear-phishing. To counter these, businesses must adopt robust technologies like threat feeds, advanced security systems, and incident response solutions. It's time to fortify defenses against evolving cyber threats!

Read more:","Communications Africa/Afrique
Communications Africa/Afrique",N/A,7 reposts,1 comment
Cyber défense Afrique,13,"The MIT report on 
hashtag
#Cyber Resiliency investigates how the frequency and sophistication of 
hashtag
#ransomware attacks has been increasing almost exponentially in recent years, with over 80% of organizations having been targeted within the last 12 months alone. Can organizations like yours really afford to deal with the consequences of an attack?
46% of organizations paid the ransom
Average payout was more than $800,00
On 14% say the recovered all their data.

The need for a robust and effective protection and
policy surely speaks for itself but what does that protection look like and what considerations need to be part of your planning?

Having a single layered approach to defense is simply no longer sufficient and as a trusted Hitachi partner, GTI Software & Networking would like to invite you to read this MIT report for insight on why this approach is so critical in the current ransomware landscape.

Read the MIT report :

IIIIIIIII Des Moodley","GTI Software & Networking Afrique
GTI Software & Networking Afrique",N/A,7 reposts,1 comment
Cyber défense Afrique,2,"Kaspersky's MDR Report 2023 highlights a surge in cyber incidents across sectors, urging businesses to fortify their defenses. With over two critical incidents daily, the financial, IT, government, and industrial sectors are on high alert. Notably, targeted attacks are evolving, necessitating robust cybersecurity solutions.

Read more:","Communications Africa/Afrique
Communications Africa/Afrique",2024-04-30 13:15:30,7 reposts,1 comment
Cyber défense Afrique,2,"Exciting collaboration between Check Point Software and NVIDIA with the unveiling of Check Point AI Cloud Protect! Addressing the pressing need to safeguard AI workloads in the cloud, this solution offers comprehensive defense against evolving cyber threats. Integrating network and host-level security measures, it ensures the integrity and performance of AI systems across sectors. Empowering organisations to fortify their AI infrastructure for a secure digital landscape.

Read more:","Communications Africa/Afrique
Communications Africa/Afrique",2024-03-30 13:15:30,7 reposts,1 comment
Cyber défense Afrique,21,"🌍 Le Togo cité comme exemple au Global Conference on Cyber Capacity Building GC3B 2023.

Simon MELCHIOR, Directeur général de(CDA), a partagé l'exemple que représente la success story de la création de Cyber Defense Africa, un modèle de partenariat entre la République Togolaise et le Groupe ASSECO.

⬇ Découvrez l’article en version française.



Enjoy your reading!

via","Florent Baka
Florent Baka",N/A,2 reposts,1 comment
Cyber défense Afrique,4,"Mon avis sur ces questions soulevées par l’expert en 
hashtag
#cybersecurity 💡Bara FALL est que ces préoccupations ne devraient pas uniquement interpeler la communauté des “geeks”, des cyberpunks ou encore des initiés de la sécurité informatique.

Chaque entreprise, chaque gouvernement, chaque spécialiste en relations internationales, surtout dans nos pays en
, devrait se poser les mêmes questions, à l’échelle pays certes, mais surtout à l’échelle des blocs d’influence géopolitiques émergents (
).

J’aimerais bien avoir l’avis de nos amis desur ce sujet d’ailleurs ( poke), mais également tous ceux qui sont en train d’abattre un travail phénoménal dans l’éducation, la fourniture d’outils et de moyens aux startups africaines, notamment dans la
et l’
.","Demba GUEYE 🇸🇳 IVLP 🇺🇸
Demba GUEYE 🇸🇳 IVLP 🇺🇸",2023-11-30 13:15:30,1 repost,1 comment
Cyber défense Afrique,4,"🔔 
hashtag
#ParoledExpert 📢 |  IT Army of Ukraine - Ni civile ni militaire, ni publique ni privée, ni locale ni internationale, et ni légale ni illégale ?



🔥 Une cyber-armée de volontaires ?

Créée fin février 2022 pour lutter contre l'intrusion
de l'information ukrainienne et du


Le groupe mène également des opérations de cyberguerre offensives et le cyber-responsable du gouvernement ukrainien Victor Zhora a déclaré que ses pirates enrôlés n'attaqueraient que des cibles militaires.

🤔 L'idée est de combiner ses cybercapacités militaires et de renseignement naissantes avec une communauté informatique civile massive, volontaire et mondiale pour la défense de la nation ?


Depuis près d’un an, l’«armée numérique» d’Ukraine, lance régulièrement des attaques informatiques contre des sites russes.

🤔 Un regroupement de volontaires dont les contours, activités et rapports avec les autorités du pays restent opaques. Et qui soulève des questions juridiques épineuses ?


🎯 Les volontaires qui ont rejoint le groupe sont divisés en cyber-unités offensives et défensives :

👉 Alors que l'unité de volontaires offensifs aiderait l'armée ukrainienne à mener des opérations d'espionnage numérique contre les envahisseurs russes,

👉 l'unité défensive serait employée pour défendre des infrastructures telles que des centrales électriques et des systèmes d'approvisionnement en eau.


Le gouvernement ukrainien a utilisé
et
pour partager une liste de cibles russes et biélorusses à attaquer par l'armée.

Les opérateurs russes de rançongiciels ont réagi en offrant leur aide pour contrer l'effort ukrainien.


🔥 Une construction hybride qui n’est ni civile ni militaire, ni publique ni privée, ni locale ni internationale, et ni légale ni illégale ?

Sans surprise, le ministère russe des Affaires étrangères a condamné cette « cyberguerre » privée et mis en garde contre les « conséquences dramatiques » pour ses opérateurs.

Le Comité international de la Croix-Rouge (CICR) a exprimé séparément ses inquiétudes quant à la pratique consistant à « recruter des volontaires civils pour participer à des cyber-opérations militaires », avertissant :

« Même si toutes les formes d’implication civile sur le champ de bataille numérique ne sont pas admissibles en tant que participation directe, le danger est qu’elle soit perçue comme telle par l’ennemi, exposant ainsi de nombreux civils à un grave risque de préjudice. »


🔥 AU REGARD DU DROIT DES CONFLITS ARMÉS ?

Consciente de ces avertissements, l'Ukraine rédige actuellement une loi « visant à mettre fin à l'incertitude sur le statut [de l'armée informatique] » en incorporant formellement ses membres dans la composante de réserve de ses forces armées.


🔥 Le monde dans l’ère des cyberattaques ?

Pour la première fois dans l'histoire, n'importe qui peut participer à une guerre ?

Vos avis ?

Daniel Douhet
Yoann Dufour
Karim LAMOURI
Antonin HILY
🛡 Yohann BAUZIL
Laurent Minne","💡Bara FALL
💡Bara FALL",N/A,1 repost,1 comment
